LAKE CODE (MIDAS),LAKE NAME,TOWN(S),SCIENTIFIC NAME,COMMON NAME
1728,Pleasant Lake,"Island Falls, T4 R3 WELS",Catostomus catostomus,Longnose sucker
1728,Pleasant Lake,"Island Falls, T4 R3 WELS",Catostomus commersoni,White sucker
1728,Pleasant Lake,"Island Falls, T4 R3 WELS",Couesius plumbeus,Lake chub
1728,Pleasant Lake,"Island Falls, T4 R3 WELS",Esox niger,Chain pickerel
1728,Pleasant Lake,"Island Falls, T4 R3 WELS",Lepomis gibbosus,Pumpkinseed
1728,Pleasant Lake,"Island Falls, T4 R3 WELS",Lota lota,Cusk
1728,Pleasant Lake,"Island Falls, T4 R3 WELS",Luxilus cornutus,Common shiner
1728,Pleasant Lake,"Island Falls, T4 R3 WELS",Micropterus dolomieu,Smallmouth bass
1728,Pleasant Lake,"Island Falls, T4 R3 WELS",Morone americana,White perch
1728,Pleasant Lake,"Island Falls, T4 R3 WELS",Osmerus mordax,Rainbow smelt
1728,Pleasant Lake,"Island Falls, T4 R3 WELS",Perca flavescens,Yellow perch
1728,Pleasant Lake,"Island Falls, T4 R3 WELS",Rhinichthys atratulus,Blacknose dace
1728,Pleasant Lake,"Island Falls, T4 R3 WELS",Salmo salar sebago,Landlocked salmon
1728,Pleasant Lake,"Island Falls, T4 R3 WELS",Salvelinus fontinalis,Brook trout
1728,Pleasant Lake,"Island Falls, T4 R3 WELS",Semotilus corporalis,Fallfish
1730,Skitacook Lake,"Oakfield, T4 R3 WELS",Ameiurus nebulosus,Brown bullhead
1730,Skitacook Lake,"Oakfield, T4 R3 WELS",Catostomus commersoni,White sucker
1730,Skitacook Lake,"Oakfield, T4 R3 WELS",Cyprinidae,Minnows-carps
1730,Skitacook Lake,"Oakfield, T4 R3 WELS",Esox niger,Chain pickerel
1730,Skitacook Lake,"Oakfield, T4 R3 WELS",Lepomis gibbosus,Pumpkinseed
1730,Skitacook Lake,"Oakfield, T4 R3 WELS",Morone americana,White perch
1730,Skitacook Lake,"Oakfield, T4 R3 WELS",Perca flavescens,Yellow perch
1734,Mud Pond,Linneus,Ameiurus nebulosus,Brown bullhead
1734,Mud Pond,Linneus,Anguilla rostrata,American eel
1734,Mud Pond,Linneus,Catostomus commersoni,White sucker
1734,Mud Pond,Linneus,Cyprinidae,Minnows-carps
1734,Mud Pond,Linneus,Esox niger,Chain pickerel
1734,Mud Pond,Linneus,Lepomis gibbosus,Pumpkinseed
1734,Mud Pond,Linneus,Morone americana,White perch
1734,Mud Pond,Linneus,Perca flavescens,Yellow perch
1734,Mud Pond,Linneus,Salvelinus fontinalis,Brook trout
1736,Meduxnekeag (Drews) Lake,"Linneus, New Limerick, Oakfield",Ameiurus nebulosus,Brown bullhead
1736,Meduxnekeag (Drews) Lake,"Linneus, New Limerick, Oakfield",Anguilla rostrata,American eel
1736,Meduxnekeag (Drews) Lake,"Linneus, New Limerick, Oakfield",Catostomus commersoni,White sucker
1736,Meduxnekeag (Drews) Lake,"Linneus, New Limerick, Oakfield",Couesius plumbeus,Lake chub
1736,Meduxnekeag (Drews) Lake,"Linneus, New Limerick, Oakfield",Esox niger,Chain pickerel
1736,Meduxnekeag (Drews) Lake,"Linneus, New Limerick, Oakfield",Fundulus diaphanus,Banded killifish
1736,Meduxnekeag (Drews) Lake,"Linneus, New Limerick, Oakfield",Lepomis auritus,Redbreast sunfish
1736,Meduxnekeag (Drews) Lake,"Linneus, New Limerick, Oakfield",Lepomis gibbosus,Pumpkinseed
1736,Meduxnekeag (Drews) Lake,"Linneus, New Limerick, Oakfield",Luxilus cornutus,Common shiner
1736,Meduxnekeag (Drews) Lake,"Linneus, New Limerick, Oakfield",Morone americana,White perch
1736,Meduxnekeag (Drews) Lake,"Linneus, New Limerick, Oakfield",Notemigonus crysoleucas,Golden shiner
1736,Meduxnekeag (Drews) Lake,"Linneus, New Limerick, Oakfield",Osmerus mordax,Rainbow smelt
1736,Meduxnekeag (Drews) Lake,"Linneus, New Limerick, Oakfield",Perca flavescens,Yellow perch
1736,Meduxnekeag (Drews) Lake,"Linneus, New Limerick, Oakfield",Salmo salar sebago,Landlocked salmon
1736,Meduxnekeag (Drews) Lake,"Linneus, New Limerick, Oakfield",Salmo trutta,Brown trout
1736,Meduxnekeag (Drews) Lake,"Linneus, New Limerick, Oakfield",Salvelinus fontinalis,Brook trout
1736,Meduxnekeag (Drews) Lake,"Linneus, New Limerick, Oakfield",Salvelinus hybrid1,Splake
1738,Gould Pond,New Limerick,Ameiurus nebulosus,Brown bullhead
1738,Gould Pond,New Limerick,Fundulus diaphanus,Banded killifish
1738,Gould Pond,New Limerick,Lepomis gibbosus,Pumpkinseed
1738,Gould Pond,New Limerick,Notemigonus crysoleucas,Golden shiner
1738,Gould Pond,New Limerick,Notropis heterolepis,Blacknose shiner
1738,Gould Pond,New Limerick,Pimephales promelas,Fathead minnow
1738,Gould Pond,New Limerick,Salvelinus fontinalis,Brook trout
1740,Hannigan Pond,New Limerick,Anguilla rostrata,American eel
1740,Hannigan Pond,New Limerick,Catostomus commersoni,White sucker
1740,Hannigan Pond,New Limerick,Esox niger,Chain pickerel
1740,Hannigan Pond,New Limerick,Fundulus diaphanus,Banded killifish
1740,Hannigan Pond,New Limerick,Lepomis gibbosus,Pumpkinseed
1740,Hannigan Pond,New Limerick,Notemigonus crysoleucas,Golden shiner
1740,Hannigan Pond,New Limerick,Perca flavescens,Yellow perch
1740,Hannigan Pond,New Limerick,Phoxinus eos,Northern redbelly dace
1740,Hannigan Pond,New Limerick,Semotilus atromaculatus,Creek chub
1742,County Road Lake,New Limerick,Ameiurus nebulosus,Brown bullhead
1742,County Road Lake,New Limerick,Anguilla rostrata,American eel
1742,County Road Lake,New Limerick,Catostomus commersoni,White sucker
1742,County Road Lake,New Limerick,Esox niger,Chain pickerel
1742,County Road Lake,New Limerick,Lepomis gibbosus,Pumpkinseed
1742,County Road Lake,New Limerick,Perca flavescens,Yellow perch
1744,Cochrane Lake,"New Limerick, Smyrna",Ameiurus nebulosus,Brown bullhead
1744,Cochrane Lake,"New Limerick, Smyrna",Anguilla rostrata,American eel
1744,Cochrane Lake,"New Limerick, Smyrna",Catostomus commersoni,White sucker
1744,Cochrane Lake,"New Limerick, Smyrna",Esox niger,Chain pickerel
1744,Cochrane Lake,"New Limerick, Smyrna",Lepomis gibbosus,Pumpkinseed
1744,Cochrane Lake,"New Limerick, Smyrna",Morone americana,White perch
1744,Cochrane Lake,"New Limerick, Smyrna",Notemigonus crysoleucas,Golden shiner
1744,Cochrane Lake,"New Limerick, Smyrna",Osmerus mordax,Rainbow smelt
1744,Cochrane Lake,"New Limerick, Smyrna",Perca flavescens,Yellow perch
1744,Cochrane Lake,"New Limerick, Smyrna",Phoxinus eos,Northern redbelly dace
1744,Cochrane Lake,"New Limerick, Smyrna",Rhinichthys atratulus,Blacknose dace
1744,Cochrane Lake,"New Limerick, Smyrna",Salmo salar sebago,Landlocked salmon
1744,Cochrane Lake,"New Limerick, Smyrna",Salmo trutta,Brown trout
1744,Cochrane Lake,"New Limerick, Smyrna",Salvelinus fontinalis,Brook trout
1744,Cochrane Lake,"New Limerick, Smyrna",Salvelinus hybrid1,Splake
1744,Cochrane Lake,"New Limerick, Smyrna",Semotilus atromaculatus,Creek chub
1744,Cochrane Lake,"New Limerick, Smyrna",Semotilus corporalis,Fallfish
1748,Timoney Lake,"Oakfield, Smyrna",Catostomus commersoni,White sucker
1748,Timoney Lake,"Oakfield, Smyrna",Esox niger,Chain pickerel
1748,Timoney Lake,"Oakfield, Smyrna",Fundulus diaphanus,Banded killifish
1748,Timoney Lake,"Oakfield, Smyrna",Notemigonus crysoleucas,Golden shiner
1748,Timoney Lake,"Oakfield, Smyrna",Notropis heterolepis,Blacknose shiner
1748,Timoney Lake,"Oakfield, Smyrna",Phoxinus eos,Northern redbelly dace
1748,Timoney Lake,"Oakfield, Smyrna",Pimephales promelas,Fathead minnow
1748,Timoney Lake,"Oakfield, Smyrna",Salvelinus fontinalis,Brook trout
1748,Timoney Lake,"Oakfield, Smyrna",Salvelinus namaycush,Lake trout
1750,Spaulding Lake,Oakfield,Ameiurus nebulosus,Brown bullhead
1750,Spaulding Lake,Oakfield,Anguilla rostrata,American eel
1750,Spaulding Lake,Oakfield,Catostomus commersoni,White sucker
1750,Spaulding Lake,Oakfield,Esox niger,Chain pickerel
1750,Spaulding Lake,Oakfield,Lepomis auritus,Redbreast sunfish
1750,Spaulding Lake,Oakfield,Lepomis gibbosus,Pumpkinseed
1750,Spaulding Lake,Oakfield,Micropterus dolomieu,Smallmouth bass
1750,Spaulding Lake,Oakfield,Morone americana,White perch
1750,Spaulding Lake,Oakfield,Osmerus mordax,Rainbow smelt
1750,Spaulding Lake,Oakfield,Perca flavescens,Yellow perch
1750,Spaulding Lake,Oakfield,Salmo salar sebago,Landlocked salmon
1750,Spaulding Lake,Oakfield,Salvelinus fontinalis,Brook trout
1750,Spaulding Lake,Oakfield,Semotilus atromaculatus,Creek chub
1750,Spaulding Lake,Oakfield,Semotilus corporalis,Fallfish
1752,Long Lake,Oakfield,Ameiurus nebulosus,Brown bullhead
1752,Long Lake,Oakfield,Catostomus commersoni,White sucker
1752,Long Lake,Oakfield,Esox niger,Chain pickerel
1752,Long Lake,Oakfield,Micropterus dolomieu,Smallmouth bass
1752,Long Lake,Oakfield,Morone americana,White perch
1752,Long Lake,Oakfield,Perca flavescens,Yellow perch
1756,Number Nine Lake,T9 R3 WELS,Anguilla rostrata,American eel
1756,Number Nine Lake,T9 R3 WELS,Perca flavescens,Yellow perch
1756,Number Nine Lake,T9 R3 WELS,Phoxinus eos,Northern redbelly dace
1756,Number Nine Lake,T9 R3 WELS,Rhinichthys atratulus,Blacknose dace
1756,Number Nine Lake,T9 R3 WELS,Salvelinus fontinalis,Brook trout
1756,Number Nine Lake,T9 R3 WELS,Semotilus atromaculatus,Creek chub
1758,Presque Isle Lake,T9 R3 WELS,Anguilla rostrata,American eel
1758,Presque Isle Lake,T9 R3 WELS,Catostomus commersoni,White sucker
1758,Presque Isle Lake,T9 R3 WELS,Fundulus diaphanus,Banded killifish
1758,Presque Isle Lake,T9 R3 WELS,Margariscus margarita,Pearl dace
1758,Presque Isle Lake,T9 R3 WELS,Notropis heterolepis,Blacknose shiner
1758,Presque Isle Lake,T9 R3 WELS,Perca flavescens,Yellow perch
1758,Presque Isle Lake,T9 R3 WELS,Phoxinus eos,Northern redbelly dace
1758,Presque Isle Lake,T9 R3 WELS,Salvelinus fontinalis,Brook trout
1758,Presque Isle Lake,T9 R3 WELS,Semotilus atromaculatus,Creek chub
1760,West Lake,T9 R3 WELS,Catostomus commersoni,White sucker
1760,West Lake,T9 R3 WELS,Salvelinus fontinalis,Brook trout
1760,West Lake,T9 R3 WELS,Semotilus atromaculatus,Creek chub
1766,Carlisle Pond,T8 R3 WELS,Phoxinus eos,Northern redbelly dace
1766,Carlisle Pond,T8 R3 WELS,Rhinichthys atratulus,Blacknose dace
1766,Carlisle Pond,T8 R3 WELS,Salvelinus fontinalis,Brook trout
1766,Carlisle Pond,T8 R3 WELS,Semotilus atromaculatus,Creek chub
1768,North Pond,"Dudley Twp, T8 R3 WELS",Catostomus commersoni,White sucker
1768,North Pond,"Dudley Twp, T8 R3 WELS",Luxilus cornutus,Common shiner
1768,North Pond,"Dudley Twp, T8 R3 WELS",Notropis heterolepis,Blacknose shiner
1768,North Pond,"Dudley Twp, T8 R3 WELS",Phoxinus eos,Northern redbelly dace
1768,North Pond,"Dudley Twp, T8 R3 WELS",Rhinichthys atratulus,Blacknose dace
1768,North Pond,"Dudley Twp, T8 R3 WELS",Salvelinus fontinalis,Brook trout
1768,North Pond,"Dudley Twp, T8 R3 WELS",Semotilus atromaculatus,Creek chub
1774,Saint Croix Lake,"Saint Croix Twp, Webbertown Twp",Ameiurus nebulosus,Brown bullhead
1774,Saint Croix Lake,"Saint Croix Twp, Webbertown Twp",Anguilla rostrata,American eel
1774,Saint Croix Lake,"Saint Croix Twp, Webbertown Twp",Catostomus catostomus,Longnose sucker
1774,Saint Croix Lake,"Saint Croix Twp, Webbertown Twp",Catostomus commersoni,White sucker
1774,Saint Croix Lake,"Saint Croix Twp, Webbertown Twp",Couesius plumbeus,Lake chub
1774,Saint Croix Lake,"Saint Croix Twp, Webbertown Twp",Fundulus diaphanus,Banded killifish
1774,Saint Croix Lake,"Saint Croix Twp, Webbertown Twp",Lepomis auritus,Redbreast sunfish
1774,Saint Croix Lake,"Saint Croix Twp, Webbertown Twp",Luxilus cornutus,Common shiner
1774,Saint Croix Lake,"Saint Croix Twp, Webbertown Twp",Notemigonus crysoleucas,Golden shiner
1774,Saint Croix Lake,"Saint Croix Twp, Webbertown Twp",Notropis heterolepis,Blacknose shiner
1774,Saint Croix Lake,"Saint Croix Twp, Webbertown Twp",Perca flavescens,Yellow perch
1774,Saint Croix Lake,"Saint Croix Twp, Webbertown Twp",Salvelinus fontinalis,Brook trout
1774,Saint Croix Lake,"Saint Croix Twp, Webbertown Twp",Semotilus atromaculatus,Creek chub
1774,Saint Croix Lake,"Saint Croix Twp, Webbertown Twp",Semotilus corporalis,Fallfish
1776,Echo Lake,Presque Isle,Catostomus commersoni,White sucker
1776,Echo Lake,Presque Isle,Couesius plumbeus,Lake chub
1776,Echo Lake,Presque Isle,Fundulus diaphanus,Banded killifish
1776,Echo Lake,Presque Isle,Gasterosteus aculeatus,Threespine stickleback
1776,Echo Lake,Presque Isle,Margariscus margarita,Pearl dace
1776,Echo Lake,Presque Isle,Notemigonus crysoleucas,Golden shiner
1776,Echo Lake,Presque Isle,Phoxinus eos,Northern redbelly dace
1776,Echo Lake,Presque Isle,Phoxinus neogaeus,Finescale dace
1776,Echo Lake,Presque Isle,Pimephales promelas,Fathead minnow
1776,Echo Lake,Presque Isle,Salvelinus fontinalis,Brook trout
1778,Alder Lake,"Chapman, T11 R4 WELS",Catostomus commersoni,White sucker
1778,Alder Lake,"Chapman, T11 R4 WELS",Luxilus cornutus,Common shiner
1778,Alder Lake,"Chapman, T11 R4 WELS",Perca flavescens,Yellow perch
1778,Alder Lake,"Chapman, T11 R4 WELS",Phoxinus eos,Northern redbelly dace
1778,Alder Lake,"Chapman, T11 R4 WELS",Semotilus atromaculatus,Creek chub
1779,Alder Brook Lake,Chapman,Catostomus commersoni,White sucker
1779,Alder Brook Lake,Chapman,Luxilus cornutus,Common shiner
1779,Alder Brook Lake,Chapman,Notemigonus crysoleucas,Golden shiner
1779,Alder Brook Lake,Chapman,Rhinichthys atratulus,Blacknose dace
1779,Alder Brook Lake,Chapman,Salvelinus fontinalis,Brook trout
1779,Alder Brook Lake,Chapman,Semotilus atromaculatus,Creek chub
1784,Salmon Brook Lake,Perham,Catostomus commersoni,White sucker
1784,Salmon Brook Lake,Perham,Gasterosteus aculeatus,Threespine stickleback
1784,Salmon Brook Lake,Perham,Margariscus margarita,Pearl dace
1784,Salmon Brook Lake,Perham,Notropis heterolepis,Blacknose shiner
1784,Salmon Brook Lake,Perham,Phoxinus eos,Northern redbelly dace
1784,Salmon Brook Lake,Perham,Phoxinus neogaeus,Finescale dace
1784,Salmon Brook Lake,Perham,Rhinichthys atratulus,Blacknose dace
1784,Salmon Brook Lake,Perham,Salvelinus fontinalis,Brook trout
1784,Salmon Brook Lake,Perham,Semotilus atromaculatus,Creek chub
1784,Salmon Brook Lake,Perham,Semotilus corporalis,Fallfish
1794,Caribou Lake,Washburn,Catostomus commersoni,White sucker
1794,Caribou Lake,Washburn,Fundulus diaphanus,Banded killifish
1794,Caribou Lake,Washburn,Gasterosteus aculeatus,Threespine stickleback
1794,Caribou Lake,Washburn,Margariscus margarita,Pearl dace
1794,Caribou Lake,Washburn,Phoxinus eos,Northern redbelly dace
1794,Caribou Lake,Washburn,Phoxinus neogaeus,Finescale dace
1794,Caribou Lake,Washburn,Pimephales promelas,Fathead minnow
1794,Caribou Lake,Washburn,Salvelinus fontinalis,Brook trout
1794,Caribou Lake,Washburn,Semotilus atromaculatus,Creek chub
1794,Caribou Lake,Washburn,Semotilus corporalis,Fallfish
1798,Mud Lake,Stockholm,Margariscus margarita,Pearl dace
1798,Mud Lake,Stockholm,Phoxinus eos,Northern redbelly dace
1798,Mud Lake,Stockholm,Phoxinus neogaeus,Finescale dace
1798,Mud Lake,Stockholm,Rhinichthys atratulus,Blacknose dace
1798,Mud Lake,Stockholm,Salvelinus fontinalis,Brook trout
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",Ameiurus nebulosus,Brown bullhead
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",Anguilla rostrata,American eel
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",Catostomus catostomus,Longnose sucker
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",Catostomus commersoni,White sucker
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",Cottus cognatus,Slimy sculpin
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",Couesius plumbeus,Lake chub
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",Fundulus diaphanus,Banded killifish
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",Gasterosteus aculeatus,Threespine stickleback
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",Lepomis gibbosus,Pumpkinseed
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",Lota lota,Cusk
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",Luxilus cornutus,Common shiner
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",Notemigonus crysoleucas,Golden shiner
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",Osmerus mordax,Rainbow smelt
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",Perca flavescens,Yellow perch
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",Phoxinus eos,Northern redbelly dace
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",Rhinichthys atratulus,Blacknose dace
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",Salmo salar sebago,Landlocked salmon
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",Salvelinus fontinalis,Brook trout
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",Semotilus atromaculatus,Creek chub
1802,Madawaska Lake,"Westmanland, T16 R4 WELS",Semotilus corporalis,Fallfish
1806,Germain Lake,Madawaska,Margariscus margarita,Pearl dace
1806,Germain Lake,Madawaska,Phoxinus eos,Northern redbelly dace
1806,Germain Lake,Madawaska,Phoxinus neogaeus,Finescale dace
1806,Germain Lake,Madawaska,Pimephales promelas,Fathead minnow
1806,Germain Lake,Madawaska,Salvelinus fontinalis,Brook trout
1806,Germain Lake,Madawaska,Semotilus atromaculatus,Creek chub
1808,Fischer Lake,Fort Fairfield,Catostomus commersoni,White sucker
1808,Fischer Lake,Fort Fairfield,Gasterosteus aculeatus,Threespine stickleback
1808,Fischer Lake,Fort Fairfield,Margariscus margarita,Pearl dace
1808,Fischer Lake,Fort Fairfield,Notemigonus crysoleucas,Golden shiner
1808,Fischer Lake,Fort Fairfield,Phoxinus eos,Northern redbelly dace
1808,Fischer Lake,Fort Fairfield,Salvelinus fontinalis,Brook trout
1808,Fischer Lake,Fort Fairfield,Semotilus atromaculatus,Creek chub
1813,Bryant Pond,Fort Fairfield,Margariscus margarita,Pearl dace
1813,Bryant Pond,Fort Fairfield,Oncorhynchus mykiss,Rainbow trout
1813,Bryant Pond,Fort Fairfield,Salvelinus fontinalis,Brook trout
1820,Monson Pond,"Easton, Fort Fairfield",Catostomus catostomus,Longnose sucker
1820,Monson Pond,"Easton, Fort Fairfield",Catostomus commersoni,White sucker
1820,Monson Pond,"Easton, Fort Fairfield",Couesius plumbeus,Lake chub
1820,Monson Pond,"Easton, Fort Fairfield",Gasterosteus aculeatus,Threespine stickleback
1820,Monson Pond,"Easton, Fort Fairfield",Margariscus margarita,Pearl dace
1820,Monson Pond,"Easton, Fort Fairfield",Notemigonus crysoleucas,Golden shiner
1820,Monson Pond,"Easton, Fort Fairfield",Osmerus mordax,Rainbow smelt
1820,Monson Pond,"Easton, Fort Fairfield",Phoxinus eos,Northern redbelly dace
1820,Monson Pond,"Easton, Fort Fairfield",Pimephales promelas,Fathead minnow
1820,Monson Pond,"Easton, Fort Fairfield",Pungitius pungitius,Ninespine stickleback
1820,Monson Pond,"Easton, Fort Fairfield",Salvelinus fontinalis,Brook trout
1820,Monson Pond,"Easton, Fort Fairfield",Semotilus atromaculatus,Creek chub
1822,Lindsay Lake,Easton,Anguilla rostrata,American eel
1822,Lindsay Lake,Easton,Margariscus margarita,Pearl dace
1822,Lindsay Lake,Easton,Phoxinus eos,Northern redbelly dace
1822,Lindsay Lake,Easton,Rhinichthys atratulus,Blacknose dace
1822,Lindsay Lake,Easton,Salvelinus fontinalis,Brook trout
1824,Bennett Lake,Easton,Anguilla rostrata,American eel
1824,Bennett Lake,Easton,Catostomus commersoni,White sucker
1824,Bennett Lake,Easton,Margariscus margarita,Pearl dace
1824,Bennett Lake,Easton,Notropis heterolepis,Blacknose shiner
1824,Bennett Lake,Easton,Phoxinus eos,Northern redbelly dace
1824,Bennett Lake,Easton,Salvelinus fontinalis,Brook trout
1824,Bennett Lake,Easton,Semotilus atromaculatus,Creek chub
1842,Youngs Lake,Westfield,Anguilla rostrata,American eel
1842,Youngs Lake,Westfield,Catostomus commersoni,White sucker
1842,Youngs Lake,Westfield,Margariscus margarita,Pearl dace
1842,Youngs Lake,Westfield,Phoxinus eos,Northern redbelly dace
1842,Youngs Lake,Westfield,Salvelinus fontinalis,Brook trout
1848,Butterfield Lake,Caswell,Catostomus commersoni,White sucker
1848,Butterfield Lake,Caswell,Phoxinus eos,Northern redbelly dace
1848,Butterfield Lake,Caswell,Salvelinus fontinalis,Brook trout
1862,Little Black Brook Lake,Caswell,Catostomus commersoni,White sucker
1862,Little Black Brook Lake,Caswell,Phoxinus eos,Northern redbelly dace
1862,Little Black Brook Lake,Caswell,Salvelinus fontinalis,Brook trout
1868,Gerard Pond,Caswell,Margariscus margarita,Pearl dace
1868,Gerard Pond,Caswell,Phoxinus eos,Northern redbelly dace
1868,Gerard Pond,Caswell,Phoxinus neogaeus,Finescale dace
1868,Gerard Pond,Caswell,Rhinichthys atratulus,Blacknose dace
1868,Gerard Pond,Caswell,Salvelinus fontinalis,Brook trout
1868,Gerard Pond,Caswell,Semotilus atromaculatus,Creek chub
1870,Presley Lake,T12 R17 WELS,Catostomus commersoni,White sucker
1870,Presley Lake,T12 R17 WELS,Couesius plumbeus,Lake chub
1870,Presley Lake,T12 R17 WELS,Luxilus cornutus,Common shiner
1870,Presley Lake,T12 R17 WELS,Margariscus margarita,Pearl dace
1870,Presley Lake,T12 R17 WELS,Notemigonus crysoleucas,Golden shiner
1870,Presley Lake,T12 R17 WELS,Notropis heterolepis,Blacknose shiner
1870,Presley Lake,T12 R17 WELS,Perca flavescens,Yellow perch
1870,Presley Lake,T12 R17 WELS,Phoxinus eos,Northern redbelly dace
1870,Presley Lake,T12 R17 WELS,Phoxinus neogaeus,Finescale dace
1870,Presley Lake,T12 R17 WELS,Pimephales promelas,Fathead minnow
1870,Presley Lake,T12 R17 WELS,Salvelinus fontinalis,Brook trout
1870,Presley Lake,T12 R17 WELS,Semotilus atromaculatus,Creek chub
1882,Clayton Lake,T11 R14 WELS,Catostomus commersoni,White sucker
1882,Clayton Lake,T11 R14 WELS,Cottus cognatus,Slimy sculpin
1882,Clayton Lake,T11 R14 WELS,Couesius plumbeus,Lake chub
1882,Clayton Lake,T11 R14 WELS,Gasterosteus aculeatus,Threespine stickleback
